resolved_path,category,channel_name,channel_id,title,video_id,target,pred,prob_65,correct
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/재건운티비/Yf-31_igmyI.jpg,MEDITATION,재건운티비,UC_na6aPbd0VRqa_8JZOoMtw,불안과 스트레스를 날려버리는 #명상 #힐링음악  주파수 #meditation #mantra #힐링 #힐링주파수 #명상음악 #재건운티비,Yf-31_igmyI,1,0,4.575053935695905e-06,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/음악과별자리/kA4ndpUe6Qg.jpg,SOCIETY,음악과별자리,UCUtarbMtTx3LBF6HtRzw34Q,#마음치유음악 #힐링음악 #명상음악 #불면증에좋은음악 #HealingMusic #RelaxMusic #MeditationMusic #CalmMusic #PeacefulMusic,kA4ndpUe6Qg,1,0,1.645551310502924e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/정명스님의명상과공덕/9sJJF32Qjuc.jpg,MEDITATION,정명스님의 명상과 공덕,UCQs8_Tlpe16C8tE7_V7kuWQ,교토 절의 벚꽂구경,9sJJF32Qjuc,1,0,2.3403101295116358e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/행복한하루이야기/akASE-MtjOk.jpg,HEALTH,행복한 하루 이야기.,UCXYpG_EGBjvl9iRwHazo83A,playlist1 카페이서 듣기좋은 음악.매장음악 · 카페 · 작업 · 집중 · 노동요. GROOVE · JAZZHOP · CAFE |,akASE-MtjOk,1,0,2.5988787456299178e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/울주마음건강TV/go-2Fgkbcno.jpg,HEALTH,울주마음건강TV,UCeo_qt7bJ8JY0WeuS7IXwog,[우주 커텍트 울주] 란?,go-2Fgkbcno,1,0,4.38225433754269e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/통증치료전문물리치료사/vpQ8XrLkg0M.jpg,HEALTH,통증치료 전문 물리치료사,UCBwOkGSg7j7ljOFBLASBNGA,疼痛治療最强E2療法 대만에서 이투테라피 치료,vpQ8XrLkg0M,1,0,8.413937757723033e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/Holic홀릭TV/phjRH9dT6Os.jpg,MEDITATION,Holic 홀릭 TV,UCzAkd8I88MONHAvuwX1sx8g,에어컨 꺼도 괜찮을까? 3분 계곡 힐링사운드(3-Minute Valley Healing Sound),phjRH9dT6Os,1,0,9.403320291312411e-05,False
/home/urp_jwl/URP_backup/26-1_URP/Data/VLOG/thumbnails/마음수련명상/dq2WERMXmfk.jpg,MEDITATION,마음수련 명상,UCY8ak00HgcEF3b7InT4jNuw,몸과 마음을 편안하게 하는 명상음악 | Meditation Music,dq2WERMXmfk,1,0,0.00015879118291195482,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/학교기도불씨운동/oqi2EFVR2oM.jpg,HEALTH,학교기도불씨운동,UC79vUdPUPPrs7ID8dNHCO7Q,13차 학교기도불씨운동 더웨이브 간증,oqi2EFVR2oM,1,0,0.00018453807570040226,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/이귀환/rkIVA00GOh8.jpg,SOCIETY,이귀환,UC3BkyyqMbiDlHSHXysAgqcA,구름영상소스50개 Cloud Blue Sky,rkIVA00GOh8,1,0,0.00018792494665831327,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/나를살리는하루/ajYDJyN5gCY.jpg,MEDITATION,나를 살리는 하루,UCBqao_r8Vem4ZIZn9gc26Ag,잘자요. 자면서 듣는 파도소리와 함께 하는 숙면을 위한 힐링 음악,ajYDJyN5gCY,1,0,0.00024773567565716803,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/다시자유대한민국/NS8xrWAc5UM.jpg,SOCIETY,"다시, 자유대한민국",UCFlJN63Xz9HF7JGOoTpqL9g,[𝐏𝐋𝐀𝐘𝐋𝐈𝐒𝐓] 듣다보면 놀라겠지 그 급은 마치 선구안 위 ♪| BewhY Playlist,NS8xrWAc5UM,1,0,0.00027068553026765585,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/이원건강의료기Eonemedical/-u1b5Tl-VpY.jpg,HEALTH,이원건강의료기 Eonemedical,UC7q_JBj8vsp4bGUYaAiUNQg,"보호대 생산과정 풀버전 | Mass production process of brace support factory, automation manufacturing plant",-u1b5Tl-VpY,1,0,0.0005242897314019501,False
/home/urp_jwl/URP_backup/26-1_URP/Data/EDU/thumbnails/조이플라워/ze7roQcfjys.jpg,EDU,조이플라워,UC8ZedVJWIhf7jhRBiiypOgw,삶의 위로가 되는 명언 / 좋은 글귀,ze7roQcfjys,0,1,0.9994271993637085,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/도토리튜브dotori/GHaRsr7tjoQ.jpg,HEALTH,도토리튜브(dotori),UCg7-faUDW0lreytkba_Wr8w,Cyberpunk Vibes Only | Son Jung-ho - Go be Happy (Remix) Official MV,GHaRsr7tjoQ,1,0,0.0007094354368746281,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/백살까지함께해요/Z0dTEQTPKsI.jpg,MEDITATION,백살까지 함께해요,UCWOiElOjTg2RzI76KKLDH3Q,힘들 때 들어오세요 – 치유해주는 자연의 소리 / When You're Struggling – Nature's Healing Sounds,Z0dTEQTPKsI,1,0,0.0007130916346795857,False
/home/urp_jwl/URP_backup/26-1_URP/Data/EDU/thumbnails/지구별여행서/R-X05icMgs0.jpg,EDU,지구별 여행서,UCd3_YejIEpV1ccCK8mIuW-Q,실패가 두려운 당신이 꼭 알아야 할 인생의 중요한 사실들,R-X05icMgs0,1,0,0.000714030466042459,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/카니비비안carni_vivien/O3IoauG5k2A.jpg,HEALTH,카니비비안 carni_vivien,UCR8J54wOMKVKfuLIECaBFGQ,고기만 먹기 vs 평생 아프기,O3IoauG5k2A,1,0,0.0008284161449410021,False
/home/urp_jwl/URP_backup/26-1_URP/Data/EDU/thumbnails/그땐마음을몰랐다ㅣ삶의지혜와명언/9wWRivMhzr4.jpg,EDU,그땐 마음을 몰랐다ㅣ삶의 지혜와 명언,UCK1Hr89CHeCD_LOZsDsaqoA,"▶️""너는 착하니까 이해하지?"" 이 말이 당신을 무너뜨리고 있습니다",9wWRivMhzr4,0,1,0.9984682202339172,False
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/킬링타임/3btlJNlMzmg.jpg,SOCIETY,킬링타임,UCG8k7IvmXeTIJXa4aAiSRKg,멍청한 도둑놈들의 에피소드 모음,3btlJNlMzmg,1,0,0.0018373436760157347,False
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/농사100단_YaraKorea/dPDfMQXzKEw.jpg,HEALTH,농사 100단_Yara Korea,UCUpZxkEXx0ZEMmQ_Fh2I72A,감자재배 이 영상 하나로 끝! 감자 전부 알려드립니다 | 감자 재배교육 총 정리 | 농사 100단,dPDfMQXzKEw,0,1,0.9977553486824036,False
