resolved_path,category,channel_name,channel_id,title,video_id,target,pred,prob_65,correct
/home/urp_jwl/URP_backup/26-1_URP/Data/VLOG/thumbnails/MindNook마인드눅/QqMPSlGRiyc.jpg,MEDITATION,Mind Nook (마인드눅),UCnwJpceQMZYn3S2xpp_RDSg,"[메이필드 호텔 X 마인드눅] 편안한 숙면을 위한 저녁 명상 가이드 with BGM | 서울여행, 호캉스. 휴식(Seoul Meditation Hotel)",QqMPSlGRiyc,0,0,3.912348570112023e-11,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/힐링앤뮤직HealingandMusic/vRRCq5wdMm0.jpg,MEDITATION,힐링앤뮤직 Healing and Music,UC3CyBY3i-tOFQ6EyX8czvKQ,"오늘 많이 힘들었지~ ""이제 편히 쉬어""  당신을 위로해주는 수면유도음악, (shining night)",vRRCq5wdMm0,0,0,8.591285904913093e-09,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/yooniqueart/V5jTwBvNWOw.jpg,SOCIETY,yooniqueart,UC1nltogtX92wIEXwMIU9jfQ,동양화 재료인 안채사용리뷰입니다. 브랜드 길상,V5jTwBvNWOw,0,0,2.413561084324556e-08,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/SoulofWind/CH2AByFZxXU.jpg,MEDITATION,Soul of Wind,UClIEoKXPXPFz4I2rxmrlg_A,즉각적인 수면 음악 - 불면증 감소 - 신체 이완에 도움 - 스트레스와 불안에 작별 인사,CH2AByFZxXU,0,0,3.394110947851914e-08,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/시스토리Sistory/mxT0LD3oGO0.jpg,SOCIETY,시스토리Sistory,UC-gwhyFJzG4epp7JabkH-7w,호르무즈 복도에 난리가 났어요!,mxT0LD3oGO0,0,0,3.8509057276314707e-08,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/GANJI/8Ls84a-aX6o.jpg,MEDITATION,GANJI,UCYzvoZtZXO4J3tc_NYh3mmA,아늑한 방안 나만의 시간 ❤️힐링영상🎶치유음악❤️,8Ls84a-aX6o,0,0,1.0454476750965114e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/옥구/rD5zfUl3TsM.jpg,HEALTH,옥구,UCv3MuIE41RrT2m3PXi4kKFw,살쪘는데용.. 일주일만에 다 빼버림💥고도비만 브이로그 | 헬스 브이로그 | 다이어트,rD5zfUl3TsM,0,0,1.4017680882716377e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/나현이NAHYUNEE/y7GA1vJ0xvM.jpg,HEALTH,나현이 NAHYUNEE,UCRhMZlawcoDB9-zmn_roH5A,"88년생 159cm 46kg 일상 (다이어트 식품 ,등산 ,두부맛집, 곤약면, 다이어트 간식!",y7GA1vJ0xvM,0,0,1.5656939922337187e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/CloverMusic/Kj89tZ2WGmc.jpg,MEDITATION,Clover Music,UCKkCmlkWaAHrFfyJer-m31g,"[10시간] 긴장 이완 음악│마음이 편안해지는 음악│피부관리실, 스파, 마사지샵 명상 음악│불면증 해소│Relaxing Music & Massage & Meditation",Kj89tZ2WGmc,0,0,1.7177214317598555e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/지식돼지/ZEJRB0_E8I4.jpg,SOCIETY,지식돼지,UCq7R-_JkAY655HbiMIQewrQ,라쿤에게 먹이 주면 이런 일이 생깁니다. 여러분의 안전을 위해 꼭 보세요!,ZEJRB0_E8I4,0,0,2.3789590386513737e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/사운드썸웨어Soundsomewhere/EVpgWfUXHPg.jpg,MEDITATION,사운드썸웨어 Sound somewhere,UC29_QFCJW_3VS6SltC_VFOQ,맨날 노는 것 처럼 보어여?! 백수테마브금,EVpgWfUXHPg,0,0,3.42288558385917e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/운동중독문여사/tMOequBFN2o.jpg,HEALTH,운동중독 문여사,UCNAwTjHJHoUCMFWmyfBNrTA,빨강레깅스 입고서,tMOequBFN2o,0,0,5.506842626346042e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/이밍TVimingTV/do2oUumTH3Y.jpg,HEALTH,[이밍TV] iming TV,UCzG-piawV5AsSWLmAs9QAWQ,"[SUB] 다이어트 생활 루틴 , 영양제, 식단 팁",do2oUumTH3Y,0,0,6.643292067565199e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/승민채Minchaediet/YtPRI4QBEC0.jpg,HEALTH,승민채 (Minchae.diet),UC-TmsQ8dQlW4paiOoVyqkoA,"호주 두달차, 운동보다 중요한 게 생긴 요즘! | 힙운동 루틴 | 다이어트 파스타 레시피",YtPRI4QBEC0,0,0,9.408913683728315e-07,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/나혼자레벨업TV/OFyRFRNp5ds.jpg,HEALTH,나혼자레벨업TV,UCZUqBSVFWKc6FhciB3auAOg,4년만에 라방시작 대회 다이어트시작 (어깨운동),OFyRFRNp5ds,0,0,1.088060798792867e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/MusicTherapist/GeO4sOTeLp8.jpg,MEDITATION,Music Therapist,UCQ1BvUkWenb7uSnLuM5wxgA,아기와 엄마를 위한 편안한 태교 음악 플레이리스트💕[2hour],GeO4sOTeLp8,0,0,1.2565851648105308e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/Healingsoundsandcuteanimals/9Ev8cUIaTPw.jpg,MEDITATION,Healing sounds and cute animals,UCQJQ9IUjvaWY9nFkcJExRhA,Activate All 7 Chakras While You Sleep 🌌piano 432Hz + 528Hz + 639Hz Healing Frequency,9Ev8cUIaTPw,0,0,1.7098254829761572e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/성훈이형/_oAhSbRuB1o.jpg,MEDITATION,성훈이형,UCHXRV1shUIVz4CPKGXAIpQQ,지치고 힘들때 치유되는 편한안 음악,_oAhSbRuB1o,0,0,1.8225746316602454e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/명화VITANA블루크리스탈/GU8mYanbH_w.jpg,MEDITATION,명화 VITANA블루크리스탈,UCeQAGrC9mgY86h_UFGsltvg,🌿#rosequartz #crystals #풍수 #타로 #자수정#larimar#흑수정#agate#백수정 #sodalite#황수정#amethyst #장미수정,GU8mYanbH_w,0,0,2.059894995909417e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/서산신의균94/PJx4Iz1uCdM.jpg,HEALTH,서산 신의균 94,UCUQs-tfAkuL0cw4iSJkndKA,나락의 삶,PJx4Iz1uCdM,0,0,2.4508922251698095e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/HarmoniaWave/AjA-UqYkE1U.jpg,MEDITATION,Harmonia Wave,UCuEnF0eF5LPQroyUfzDSjFA,6시간 깊은 수면 음악🌙 l sleep music l 광고 x,AjA-UqYkE1U,0,0,2.7076221158495173e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/EDU/thumbnails/Jeemin/4LLmGNpC0eY.jpg,EDU,Jeemin,UCaG7rVR4sjXzrr6c8Jt7rcg,STUDY WITH ME in TOKYO STARBUCKS 📕 | 50/10 Pomodoro 💫 | Calm Piano Music 🎵,4LLmGNpC0eY,0,0,2.807769533319515e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/ArsStoria/tB0wbKWhf0Q.jpg,SOCIETY,Ars Storia,UCVtQEuM1nQuR5E2K8aDed9Q,"Art & Classic | Gabriel Fauré Pavane, Op. 50 | Louis Marie de Schryver 작품 감상 (다섯 작품)",tB0wbKWhf0Q,0,0,2.9175030249461997e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/맛있는키토지야의그라운드타임/5LCefdWzxWs.jpg,HEALTH,맛있는키토 ?? 지야의 그라운드타임 ,UCUKct-Pxwxuv39Scj-7c4Gg,[cafe Vlog] 케이크만 만들다가 끝나버리는 영상이라 스위치온 1주차 점심식단을 담아보았다,5LCefdWzxWs,0,0,3.4062722988892347e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/찡모먼/U-pNUI_gk9c.jpg,HEALTH,찡모먼 ?,UCvlEP7EQ6xp5f9szYXAGbVg,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 🎧 유산소 40분 걸그룹 플레이리스트 | 운동할 때 듣는 음악 운동플리 🔥 K-pop Playlist | 2023년 걸그룹 플리,U-pNUI_gk9c,0,0,3.6860410546069033e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/몽다mongda/I3EKpkMQgUg.jpg,HEALTH,몽다 mongda,UCUl5uc71L9WDM-wz9jBmWaw,2026년 첫 다이어리 몰아보기 📚 + 4일치 다꾸 ❤️ 3월에도 겨울 다꾸는 끝나지 않아...❄️,I3EKpkMQgUg,0,0,3.985837338404963e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/Kamin미라클모닝/9mFBQbt0eg0.jpg,MEDITATION,Kamin미라클모닝,UC2DD18k9k6Fyu33vWoo6KWg,몽골에서 라이브 #8일째 #확언적기 #몽골러닝저니마지막날,9mFBQbt0eg0,0,0,4.068665930390125e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/VLOG/thumbnails/독사과외계인/K-hG5trh-d0.jpg,MEDITATION,독사과외계인,UCb2LwZYiPrs313s4m60v7bg,소원이 이뤄지는 주파수,K-hG5trh-d0,0,0,4.386012278700946e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/윤선의파워로빅/Gpit4ZgvsjU.jpg,HEALTH,윤선의 파워로빅,UCl8eDyNnJxugmdyF1W0P9ig,붙잡아도 - 나몰라패밀리 | #이지힙합 #업리듬 #다운리듬 #다이어트댄스 #이지댄스 #DHD #윤선의파워로빅 #계룡시 ,Gpit4ZgvsjU,0,0,4.980390713171801e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/춘천시/7Jfwk_vam6s.jpg,SOCIETY,춘천시,UCCjjxZxmneCU5t-Ojw8L_0w,(PM) 2025 Chuncheon International Youth Friendly Football Competition_Airdome A (춘천 국제 유소년 친선 축구대회),7Jfwk_vam6s,0,0,5.57199609829695e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/상우상-한일커플만들기/khqUV2gkoc8.jpg,SOCIETY,상우상-한일커플 만들기,UCZsXav8Wfk7y_Hb3mZDfedg,3월 한남일녀 교류회 진행중,khqUV2gkoc8,0,0,7.280878890014719e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/희트니쓰/ZhbQ3MAJkwY.jpg,HEALTH,희트니쓰,UCJ7lL1DLQwF4pwK8856Qk5w,대회때 못가른 하체를 바프때 가르는?,ZhbQ3MAJkwY,0,0,9.890841283777263e-06,True
/home/urp_jwl/URP_backup/26-1_URP/Data/EDU/thumbnails/소바세교육연구소/lYLofO0VaNA.jpg,EDU,소바세교육연구소,UC-0ZLDVH-Wh7XTyms3moBSA,'짱이' 성향캐릭터 페이퍼토이 접기,lYLofO0VaNA,0,0,1.0141628990822937e-05,True
/home/urp_jwl/URP_backup/26-1_URP/Data/SOCIETY/thumbnails/Chani/bE7ZqH4DE0Y.jpg,SOCIETY,Chani,UC3EFfjMVfhlUbUZmDw8888Q,"베트남, 중국, 일본, 라오스, 캄보디아, 태국의 역사 #shorts모음",bE7ZqH4DE0Y,0,0,1.1155504580528941e-05,True
/home/urp_jwl/URP_backup/26-1_URP/Data/HEALTH/thumbnails/이살쪽/FUyLpdALRvI.jpg,HEALTH,이살쪽,UCCi-PoHVb-nWcJubLHHreBw,고도비만 브이로그| 날씨는 더워지고 음식은 맛있고.,FUyLpdALRvI,0,0,1.2429098205757327e-05,True
